account_status	duration_months	credit_history	purpose	amount	savings_bonds	employment_since	installment_rate	sex_status	guarant_other	residence_since	property	age	other_installments	housing	number_of_credits	job	num_maintenance	telephone	foreign_workerer	credit
negative	24	all_credits_payed	house_investments	2483	500-1000DM	1-4years	4	single_male	none	4	real_estate	22	stores	own	1	skilled_employee	1	yes	yes	good_credit
negative	39	other_credits	house_investments	14179	no_account	4-7years	4	single_male	none	4	life_insurance	30	none	own	2	high_qualified	1	yes	yes	good_credit
negative	13	other_credits	business	1797	<100DM	<1year	3	single_male	none	1	life_insurance	28	bank	own	2	unskilled_employee	1	none	yes	good_credit
negative	15	all_existing_credits_payed	car(new)	2511	<100DM	unemployed	1	female	none	4	car_other	23	none	rent	1	skilled_employee	1	none	yes	good_credit
negative	12	all_existing_credits_payed	car(new)	1274	<100DM	<1year	3	female	none	1	real_estate	37	none	own	1	unskilled_employee	1	none	yes	bad_credit
no_account	21	all_existing_credits_payed	car(used)	5248	no_account	1-4years	1	single_male	none	3	car_other	26	none	own	1	skilled_employee	1	none	yes	good_credit
no_account	15	all_existing_credits_payed	car(used)	3029	<100DM	4-7years	2	single_male	none	2	car_other	33	none	own	1	skilled_employee	1	none	yes	good_credit
negative	6	all_existing_credits_payed	house_investments	428	<100DM	>7years	2	female	none	1	life_insurance	49	bank	own	1	skilled_employee	1	yes	yes	good_credit
negative	18	all_existing_credits_payed	car(new)	976	<100DM	<1year	1	female	none	2	car_other	23	none	own	1	unskilled_employee	1	none	yes	bad_credit
0-200DM	12	all_existing_credits_payed	business	841	100-500DM	4-7years	2	female	none	4	real_estate	23	none	rent	1	unskilled_employee	1	none	yes	good_credit
no_account	30	other_credits	house_investments	5771	<100DM	4-7years	4	female	none	2	car_other	25	none	own	2	skilled_employee	1	none	yes	good_credit
no_account	12	delay_in_payments	house_investments	1555	>1000DM	>7years	4	single_male	none	4	none	55	none	for_free	2	skilled_employee	2	none	yes	bad_credit
negative	24	all_existing_credits_payed	car(new)	1285	no_account	4-7years	4	female	none	4	none	32	none	rent	1	skilled_employee	1	none	yes	bad_credit
>200DM	6	other_credits	car(new)	1299	<100DM	1-4years	1	single_male	none	1	real_estate	74	none	own	3	none	2	none	no	good_credit
>200DM	15	other_credits	house_investments	1271	no_account	1-4years	3	single_male	none	4	none	39	none	for_free	2	skilled_employee	1	yes	yes	bad_credit
no_account	24	all_existing_credits_payed	car(new)	1393	<100DM	1-4years	2	single_male	guarantor	2	real_estate	31	none	own	1	skilled_employee	1	yes	yes	good_credit
negative	12	other_credits	car(new)	691	<100DM	>7years	4	single_male	none	3	life_insurance	35	none	own	2	skilled_employee	1	none	yes	bad_credit
no_account	15	other_credits	car(new)	5045	no_account	>7years	1	female	none	4	car_other	59	none	own	1	skilled_employee	1	yes	yes	good_credit
negative	18	other_credits	house_investments	2124	<100DM	1-4years	4	female	none	4	real_estate	24	none	rent	2	skilled_employee	1	none	yes	bad_credit
negative	12	all_existing_credits_payed	house_investments	2214	<100DM	1-4years	4	single_male	none	3	life_insurance	24	none	own	1	unskilled_employee	1	none	yes	good_credit
no_account	21	other_credits	car(new)	12680	no_account	>7years	4	single_male	none	4	none	30	none	for_free	1	high_qualified	1	yes	yes	bad_credit
no_account	24	other_credits	car(new)	2463	100-500DM	4-7years	4	male	none	3	life_insurance	27	none	own	2	skilled_employee	1	yes	yes	good_credit
0-200DM	12	all_existing_credits_payed	house_investments	1155	<100DM	>7years	3	male	guarantor	3	real_estate	40	bank	own	2	unskilled_employee	1	none	yes	good_credit
negative	30	all_existing_credits_payed	house_investments	3108	<100DM	<1year	2	male	none	4	life_insurance	31	none	own	1	unskilled_employee	1	none	yes	bad_credit
no_account	10	all_existing_credits_payed	car(used)	2901	no_account	<1year	1	female	none	4	real_estate	31	none	rent	1	skilled_employee	1	none	yes	good_credit
0-200DM	12	other_credits	house_investments	3617	<100DM	>7years	1	single_male	none	4	car_other	28	none	rent	3	skilled_employee	1	yes	yes	good_credit
no_account	12	other_credits	house_investments	1655	<100DM	>7years	2	single_male	none	4	real_estate	63	none	own	2	unskilled_employee	1	yes	yes	good_credit
negative	24	all_existing_credits_payed	car(used)	2812	no_account	>7years	2	female	none	4	real_estate	26	none	rent	1	skilled_employee	1	none	yes	good_credit
negative	36	other_credits	education	8065	<100DM	1-4years	3	female	none	2	none	25	none	own	2	high_qualified	1	yes	yes	bad_credit
no_account	21	other_credits	car(used)	3275	<100DM	>7years	1	single_male	none	4	car_other	36	none	own	1	high_qualified	1	yes	yes	good_credit
no_account	24	other_credits	house_investments	2223	100-500DM	>7years	4	single_male	none	4	life_insurance	52	bank	own	2	skilled_employee	1	none	yes	good_credit
>200DM	12	other_credits	car(new)	1480	500-1000DM	unemployed	2	single_male	none	4	none	66	bank	for_free	3	none	1	none	yes	good_credit
negative	24	all_existing_credits_payed	car(new)	1371	no_account	1-4years	4	female	none	4	real_estate	25	none	rent	1	skilled_employee	1	none	yes	bad_credit
no_account	36	other_credits	car(new)	3535	<100DM	4-7years	4	single_male	none	4	car_other	37	none	own	2	skilled_employee	1	yes	yes	good_credit
negative	18	all_existing_credits_payed	house_investments	3509	<100DM	4-7years	4	female	guarantor	1	real_estate	25	none	own	1	skilled_employee	1	none	yes	good_credit
no_account	36	other_credits	car(used)	5711	>1000DM	>7years	4	single_male	none	2	car_other	38	none	own	2	high_qualified	1	yes	yes	good_credit
0-200DM	18	all_existing_credits_payed	house_investments	3872	<100DM	unemployed	2	female	none	4	car_other	67	none	own	1	skilled_employee	1	yes	yes	good_credit
0-200DM	39	other_credits	house_investments	4933	<100DM	4-7years	2	single_male	guarantor	2	real_estate	25	none	own	2	skilled_employee	1	none	yes	bad_credit
no_account	24	other_credits	car(new)	1940	>1000DM	>7years	4	single_male	none	4	real_estate	60	none	own	1	skilled_employee	1	yes	yes	good_credit
0-200DM	12	all_credits_payed	education	1410	<100DM	1-4years	2	single_male	none	2	real_estate	31	none	own	1	unskilled_employee	1	yes	yes	good_credit
0-200DM	12	all_existing_credits_payed	car(new)	836	100-500DM	<1year	4	female	none	2	life_insurance	23	bank	own	1	unskilled_employee	1	none	yes	bad_credit
0-200DM	20	all_existing_credits_payed	car(used)	6468	no_account	unemployed	1	male	none	4	real_estate	60	none	own	1	high_qualified	1	yes	yes	good_credit
0-200DM	18	all_existing_credits_payed	business	1941	>1000DM	1-4years	4	single_male	none	2	life_insurance	35	none	own	1	unskilled_employee	1	yes	yes	good_credit
no_account	22	all_existing_credits_payed	house_investments	2675	500-1000DM	>7years	3	single_male	none	4	car_other	40	none	own	1	skilled_employee	1	none	yes	good_credit
no_account	48	other_credits	car(used)	2751	no_account	>7years	4	single_male	none	3	car_other	38	none	own	2	skilled_employee	2	yes	yes	good_credit
0-200DM	48	delay_in_payments	education	6224	<100DM	>7years	4	single_male	none	4	none	50	none	for_free	1	skilled_employee	1	none	yes	bad_credit
negative	40	other_credits	education	5998	<100DM	1-4years	4	single_male	none	3	none	27	bank	own	1	skilled_employee	1	yes	yes	bad_credit
0-200DM	21	all_existing_credits_payed	business	1188	<100DM	>7years	2	female	none	4	life_insurance	39	none	own	1	skilled_employee	2	none	yes	bad_credit
no_account	24	all_existing_credits_payed	car(used)	6313	no_account	>7years	3	single_male	none	4	car_other	41	none	own	1	high_qualified	2	yes	yes	good_credit
no_account	6	other_credits	house_investments	1221	no_account	1-4years	1	male	none	2	life_insurance	27	none	own	2	skilled_employee	1	none	yes	good_credit
>200DM	24	all_existing_credits_payed	house_investments	2892	<100DM	>7years	3	male	none	4	none	51	none	for_free	1	skilled_employee	1	none	yes	good_credit
no_account	24	all_existing_credits_payed	house_investments	3062	500-1000DM	>7years	4	single_male	none	3	none	32	none	rent	1	skilled_employee	1	yes	yes	good_credit
no_account	9	all_existing_credits_payed	house_investments	2301	100-500DM	<1year	2	female	none	4	life_insurance	22	none	rent	1	skilled_employee	1	none	yes	good_credit
negative	18	all_existing_credits_payed	car(used)	7511	no_account	>7years	1	single_male	none	4	life_insurance	51	none	for_free	1	skilled_employee	2	yes	yes	bad_credit
no_account	12	other_credits	house_investments	1258	<100DM	<1year	2	female	none	4	life_insurance	22	none	rent	2	unskilled_employee	1	none	yes	good_credit
no_account	24	delay_in_payments	car(new)	717	no_account	>7years	4	male	none	4	car_other	54	none	own	2	skilled_employee	1	yes	yes	good_credit
0-200DM	9	all_existing_credits_payed	car(new)	1549	no_account	<1year	4	single_male	none	2	real_estate	35	none	own	1	none	1	none	yes	good_credit
no_account	24	other_credits	education	1597	<100DM	>7years	4	single_male	none	4	none	54	none	for_free	2	skilled_employee	2	none	yes	good_credit
0-200DM	18	other_credits	house_investments	1795	<100DM	>7years	3	female	guarantor	4	real_estate	48	bank	rent	2	unskilled_employee	1	yes	yes	good_credit
negative	20	other_credits	house_investments	4272	<100DM	>7years	1	female	none	4	life_insurance	24	none	own	2	skilled_employee	1	none	yes	good_credit
no_account	12	other_credits	house_investments	976	no_account	>7years	4	single_male	none	4	car_other	35	none	own	2	skilled_employee	1	none	yes	good_credit
0-200DM	12	all_existing_credits_payed	car(new)	7472	no_account	unemployed	1	female	none	2	real_estate	24	none	rent	1	none	1	none	yes	good_credit
negative	36	all_existing_credits_payed	car(new)	9271	<100DM	4-7years	2	single_male	none	1	car_other	24	none	own	1	skilled_employee	1	yes	yes	bad_credit
0-200DM	6	all_existing_credits_payed	house_investments	590	<100DM	<1year	3	male	none	3	real_estate	26	none	own	1	unskilled_employee	1	none	no	good_credit
no_account	12	other_credits	house_investments	930	no_account	>7years	4	single_male	none	4	real_estate	65	none	own	4	skilled_employee	1	none	yes	good_credit
0-200DM	42	all_credits_payed	car(used)	9283	<100DM	unemployed	1	single_male	none	2	none	55	bank	for_free	1	high_qualified	1	yes	yes	good_credit
0-200DM	15	all_credits_payed	car(new)	1778	<100DM	<1year	2	female	none	1	real_estate	26	none	rent	2	none	1	none	yes	bad_credit
0-200DM	8	all_existing_credits_payed	business	907	<100DM	<1year	3	male	none	2	real_estate	26	none	own	1	skilled_employee	1	yes	yes	good_credit
0-200DM	6	all_existing_credits_payed	house_investments	484	<100DM	4-7years	3	male	guarantor	3	real_estate	28	bank	own	1	unskilled_employee	1	none	yes	good_credit
negative	36	other_credits	car(used)	9629	<100DM	4-7years	4	single_male	none	4	car_other	24	none	own	2	skilled_employee	1	yes	yes	bad_credit
negative	48	all_existing_credits_payed	house_investments	3051	<100DM	1-4years	3	single_male	none	4	car_other	54	none	own	1	skilled_employee	1	none	yes	bad_credit
negative	48	all_existing_credits_payed	car(new)	3931	<100DM	4-7years	4	single_male	none	4	none	46	none	for_free	1	skilled_employee	2	none	yes	bad_credit
0-200DM	36	delay_in_payments	car(new)	7432	<100DM	1-4years	2	female	none	2	life_insurance	54	none	rent	1	skilled_employee	1	none	yes	good_credit
no_account	6	all_existing_credits_payed	house_investments	1338	500-1000DM	1-4years	1	male	none	4	real_estate	62	none	own	1	skilled_employee	1	none	yes	good_credit
no_account	6	other_credits	house_investments	1554	<100DM	4-7years	1	female	none	2	car_other	24	none	rent	2	skilled_employee	1	yes	yes	good_credit
negative	36	all_existing_credits_payed	other	15857	<100DM	unemployed	2	male	co-applicant	3	car_other	43	none	own	1	high_qualified	1	none	yes	good_credit
negative	18	all_existing_credits_payed	house_investments	1345	<100DM	1-4years	4	male	none	3	real_estate	26	bank	own	1	skilled_employee	1	none	yes	bad_credit
no_account	12	all_existing_credits_payed	car(new)	1101	<100DM	1-4years	3	male	none	2	real_estate	27	none	own	2	skilled_employee	1	yes	yes	good_credit
>200DM	12	all_existing_credits_payed	house_investments	3016	<100DM	1-4years	3	male	none	1	car_other	24	none	own	1	skilled_employee	1	none	yes	good_credit
negative	36	all_existing_credits_payed	house_investments	2712	<100DM	>7years	2	single_male	none	2	life_insurance	41	bank	own	1	skilled_employee	2	none	yes	bad_credit
negative	8	other_credits	car(new)	731	<100DM	>7years	4	single_male	none	4	real_estate	47	none	own	2	unskilled_employee	1	none	yes	good_credit
no_account	18	other_credits	house_investments	3780	<100DM	<1year	3	male	none	2	car_other	35	none	own	2	high_qualified	1	yes	yes	good_credit
negative	21	other_credits	car(new)	1602	<100DM	>7years	4	male	none	3	car_other	30	none	own	2	skilled_employee	1	yes	yes	good_credit
negative	18	other_credits	car(new)	3966	<100DM	>7years	1	female	none	4	real_estate	33	bank	rent	3	skilled_employee	1	yes	yes	bad_credit
no_account	18	all_credits_payed	business	4165	<100DM	1-4years	2	single_male	none	2	car_other	36	stores	own	2	skilled_employee	2	none	yes	bad_credit
negative	36	all_existing_credits_payed	car(used)	8335	no_account	>7years	3	single_male	none	4	none	47	none	for_free	1	skilled_employee	1	none	yes	bad_credit
0-200DM	48	delay_in_payments	business	6681	no_account	1-4years	4	single_male	none	4	none	38	none	for_free	1	skilled_employee	2	yes	yes	good_credit
no_account	24	delay_in_payments	business	2375	500-1000DM	1-4years	4	single_male	none	2	car_other	44	none	own	2	skilled_employee	2	yes	yes	good_credit
negative	18	all_existing_credits_payed	car(new)	1216	<100DM	<1year	4	female	none	3	car_other	23	none	rent	1	skilled_employee	1	yes	yes	bad_credit
negative	45	all_credits_payed	business	11816	<100DM	>7years	2	single_male	none	4	car_other	29	none	rent	2	skilled_employee	1	none	yes	bad_credit
0-200DM	24	all_existing_credits_payed	house_investments	5084	no_account	>7years	2	female	none	4	car_other	42	none	own	1	skilled_employee	1	yes	yes	good_credit
>200DM	15	all_existing_credits_payed	house_investments	2327	<100DM	<1year	2	female	none	3	real_estate	25	none	own	1	unskilled_employee	1	none	yes	bad_credit
negative	12	all_credits_payed	car(new)	1082	<100DM	1-4years	4	single_male	none	4	car_other	48	bank	own	2	skilled_employee	1	none	yes	bad_credit
no_account	12	all_existing_credits_payed	house_investments	886	no_account	1-4years	4	female	none	2	car_other	21	none	own	1	skilled_employee	1	none	yes	good_credit
no_account	4	all_existing_credits_payed	house_investments	601	<100DM	<1year	1	female	none	3	real_estate	23	none	rent	1	unskilled_employee	2	none	yes	good_credit
negative	24	other_credits	car(used)	2957	<100DM	>7years	4	single_male	none	4	life_insurance	63	none	own	2	skilled_employee	1	yes	yes	good_credit
no_account	24	other_credits	house_investments	2611	<100DM	>7years	4	male	co-applicant	3	real_estate	46	none	own	2	skilled_employee	1	none	yes	good_credit
negative	36	all_existing_credits_payed	house_investments	5179	<100DM	4-7years	4	single_male	none	2	life_insurance	29	none	own	1	skilled_employee	1	none	yes	bad_credit
no_account	21	delay_in_payments	car(used)	2993	<100DM	1-4years	3	single_male	none	2	real_estate	28	stores	own	2	unskilled_employee	1	none	yes	good_credit
no_account	18	all_existing_credits_payed	house_investments	1943	<100DM	<1year	4	female	none	4	real_estate	23	none	own	1	skilled_employee	1	none	yes	bad_credit
no_account	24	all_credits_payed	business	1559	<100DM	4-7years	4	single_male	none	4	car_other	50	bank	own	1	skilled_employee	1	yes	yes	good_credit
no_account	18	all_existing_credits_payed	house_investments	3422	<100DM	>7years	4	single_male	none	4	life_insurance	47	bank	own	3	skilled_employee	2	yes	yes	good_credit
0-200DM	21	all_existing_credits_payed	house_investments	3976	no_account	4-7years	2	single_male	none	3	car_other	35	none	own	1	skilled_employee	1	yes	yes	good_credit
no_account	18	all_existing_credits_payed	car(new)	6761	no_account	1-4years	2	single_male	none	4	car_other	68	none	rent	2	skilled_employee	1	none	yes	bad_credit
no_account	24	all_existing_credits_payed	car(new)	1249	<100DM	<1year	4	male	none	2	real_estate	28	none	own	1	skilled_employee	1	none	yes	good_credit
negative	9	all_existing_credits_payed	house_investments	1364	<100DM	4-7years	3	single_male	none	4	real_estate	59	none	own	1	skilled_employee	1	none	yes	good_credit
negative	12	all_existing_credits_payed	house_investments	709	<100DM	>7years	4	single_male	none	4	real_estate	57	stores	own	1	unskilled_employee	1	none	yes	bad_credit
negative	20	other_credits	car(new)	2235	<100DM	1-4years	4	male	guarantor	2	life_insurance	33	bank	rent	2	skilled_employee	1	none	no	bad_credit
no_account	24	other_credits	car(used)	4042	no_account	4-7years	3	single_male	none	4	life_insurance	43	none	own	2	skilled_employee	1	yes	yes	good_credit
no_account	15	other_credits	house_investments	1471	<100DM	1-4years	4	single_male	none	4	none	35	none	for_free	2	skilled_employee	1	yes	yes	good_credit
negative	18	all_credits_payed	car(new)	1442	<100DM	4-7years	4	single_male	none	4	none	32	none	for_free	2	unskilled_employee	2	none	yes	bad_credit
no_account	36	delay_in_payments	car(new)	10875	<100DM	>7years	2	single_male	none	2	car_other	45	none	own	2	skilled_employee	2	yes	yes	good_credit
no_account	24	all_existing_credits_payed	car(new)	1474	100-500DM	<1year	4	male	none	3	real_estate	33	none	own	1	skilled_employee	1	yes	yes	good_credit
no_account	10	all_existing_credits_payed	education	894	no_account	4-7years	4	female	none	3	life_insurance	40	none	own	1	skilled_employee	1	yes	yes	good_credit
no_account	15	other_credits	house_investments	3343	<100DM	1-4years	4	single_male	none	2	none	28	none	for_free	1	skilled_employee	1	yes	yes	good_credit
negative	15	all_existing_credits_payed	car(new)	3959	<100DM	1-4years	3	female	none	2	life_insurance	29	none	own	1	skilled_employee	1	yes	yes	bad_credit
no_account	9	all_existing_credits_payed	car(new)	3577	100-500DM	1-4years	1	single_male	guarantor	2	real_estate	26	none	rent	1	skilled_employee	2	none	no	good_credit
no_account	24	other_credits	car(used)	5804	>1000DM	1-4years	4	single_male	none	2	real_estate	27	none	own	2	skilled_employee	1	none	yes	good_credit
no_account	18	delay_in_payments	business	2169	<100DM	1-4years	4	male	none	2	car_other	28	none	own	1	skilled_employee	1	yes	yes	bad_credit
negative	24	all_existing_credits_payed	house_investments	2439	<100DM	<1year	4	female	none	4	real_estate	35	none	own	1	skilled_employee	1	yes	yes	bad_credit
no_account	27	other_credits	house_investments	4526	>1000DM	<1year	4	single_male	none	2	real_estate	32	stores	own	2	unskilled_employee	2	yes	yes	good_credit
no_account	10	all_existing_credits_payed	house_investments	2210	<100DM	1-4years	2	single_male	none	2	real_estate	25	bank	rent	1	unskilled_employee	1	none	yes	bad_credit
no_account	15	all_existing_credits_payed	house_investments	2221	500-1000DM	1-4years	2	female	none	4	car_other	20	none	rent	1	skilled_employee	1	none	yes	good_credit
negative	18	all_existing_credits_payed	house_investments	2389	<100DM	<1year	4	female	none	1	car_other	27	stores	own	1	skilled_employee	1	none	yes	good_credit
no_account	12	other_credits	house_investments	3331	<100DM	>7years	2	single_male	none	4	life_insurance	42	stores	own	1	skilled_employee	1	none	yes	good_credit
no_account	36	all_existing_credits_payed	business	7409	no_account	>7years	3	single_male	none	2	life_insurance	37	none	own	2	skilled_employee	1	none	yes	good_credit
negative	12	all_existing_credits_payed	house_investments	652	<100DM	>7years	4	female	none	4	life_insurance	24	none	rent	1	skilled_employee	1	none	yes	good_credit
no_account	36	delay_in_payments	house_investments	7678	500-1000DM	4-7years	2	female	none	4	car_other	40	none	own	2	skilled_employee	1	yes	yes	good_credit
>200DM	6	other_credits	car(new)	1343	<100DM	>7years	1	single_male	none	4	real_estate	46	none	own	2	skilled_employee	2	none	no	good_credit
negative	24	other_credits	business	1382	100-500DM	4-7years	4	single_male	none	1	real_estate	26	none	own	2	skilled_employee	1	yes	yes	good_credit
no_account	15	all_existing_credits_payed	house_investments	874	no_account	<1year	4	female	none	1	real_estate	24	none	own	1	skilled_employee	1	none	yes	good_credit
negative	12	all_existing_credits_payed	house_investments	3590	<100DM	1-4years	2	single_male	co-applicant	2	life_insurance	29	none	own	1	unskilled_employee	2	none	yes	good_credit
0-200DM	11	other_credits	car(new)	1322	>1000DM	1-4years	4	female	none	4	car_other	40	none	own	2	skilled_employee	1	none	yes	good_credit
negative	18	all_credits_payed	house_investments	1940	<100DM	<1year	3	single_male	co-applicant	4	none	36	bank	for_free	1	high_qualified	1	yes	yes	good_credit
no_account	36	all_existing_credits_payed	house_investments	3595	<100DM	>7years	4	single_male	none	2	car_other	28	none	own	1	skilled_employee	1	none	yes	good_credit
negative	9	all_existing_credits_payed	car(new)	1422	<100DM	<1year	3	single_male	none	2	none	27	none	for_free	1	high_qualified	1	yes	yes	bad_credit
no_account	30	other_credits	house_investments	6742	no_account	4-7years	2	single_male	none	3	life_insurance	36	none	own	2	skilled_employee	1	none	yes	good_credit
no_account	24	all_existing_credits_payed	car(used)	7814	<100DM	4-7years	3	single_male	none	3	car_other	38	none	own	1	high_qualified	1	yes	yes	good_credit
no_account	24	all_existing_credits_payed	car(used)	9277	no_account	1-4years	2	male	none	4	none	48	none	for_free	1	skilled_employee	1	yes	yes	good_credit
0-200DM	30	other_credits	car(new)	2181	no_account	>7years	4	single_male	none	4	real_estate	36	none	own	2	skilled_employee	1	none	yes	good_credit
no_account	18	other_credits	house_investments	1098	<100DM	unemployed	4	female	none	4	car_other	65	none	own	2	none	1	none	yes	good_credit
0-200DM	24	all_existing_credits_payed	house_investments	4057	<100DM	4-7years	3	male	none	3	car_other	43	none	own	1	skilled_employee	1	yes	yes	bad_credit
negative	12	all_existing_credits_payed	education	795	<100DM	<1year	4	female	none	4	life_insurance	53	none	own	1	skilled_employee	1	none	yes	bad_credit
0-200DM	24	other_credits	business	2825	no_account	4-7years	4	single_male	none	3	none	34	none	own	2	skilled_employee	2	yes	yes	good_credit
0-200DM	48	all_existing_credits_payed	business	15672	<100DM	1-4years	2	single_male	none	2	car_other	23	none	own	1	skilled_employee	1	yes	yes	bad_credit
no_account	36	other_credits	car(new)	6614	<100DM	>7years	4	single_male	none	4	car_other	34	none	own	2	high_qualified	1	yes	yes	good_credit
no_account	28	all_credits_payed	car(used)	7824	no_account	<1year	3	single_male	guarantor	4	real_estate	40	bank	rent	2	skilled_employee	2	yes	yes	good_credit
negative	27	other_credits	business	2442	<100DM	>7years	4	single_male	none	4	car_other	43	stores	own	4	high_qualified	2	yes	yes	good_credit
no_account	15	other_credits	house_investments	1829	<100DM	>7years	4	single_male	none	4	car_other	46	none	own	2	skilled_employee	1	yes	yes	good_credit
negative	12	other_credits	car(new)	2171	<100DM	1-4years	4	single_male	none	4	life_insurance	38	bank	own	2	unskilled_employee	1	none	no	good_credit
0-200DM	36	other_credits	car(used)	5800	<100DM	1-4years	3	single_male	none	4	car_other	34	none	own	2	skilled_employee	1	yes	yes	good_credit
no_account	18	other_credits	house_investments	1169	no_account	1-4years	4	single_male	none	3	life_insurance	29	none	own	2	skilled_employee	1	yes	yes	good_credit
no_account	36	delay_in_payments	car(used)	8947	no_account	4-7years	3	single_male	none	2	car_other	31	stores	own	1	high_qualified	2	yes	yes	good_credit
negative	21	all_existing_credits_payed	house_investments	2606	<100DM	<1year	4	female	none	4	life_insurance	28	none	rent	1	high_qualified	1	yes	yes	good_credit
no_account	12	other_credits	house_investments	1592	>1000DM	4-7years	3	female	none	2	life_insurance	35	none	own	1	skilled_employee	1	none	no	good_credit
no_account	15	all_existing_credits_payed	house_investments	2186	no_account	4-7years	1	female	none	4	real_estate	33	bank	rent	1	unskilled_employee	1	none	yes	good_credit
negative	18	all_existing_credits_payed	house_investments	4153	<100DM	1-4years	2	single_male	co-applicant	3	car_other	42	none	own	1	skilled_employee	1	none	yes	bad_credit
negative	16	other_credits	car(new)	2625	<100DM	>7years	2	single_male	guarantor	4	life_insurance	43	bank	rent	1	skilled_employee	1	yes	yes	bad_credit
no_account	20	other_credits	car(new)	3485	no_account	<1year	2	male	none	4	real_estate	44	none	own	2	skilled_employee	1	yes	yes	good_credit
no_account	36	other_credits	car(used)	10477	no_account	>7years	2	single_male	none	4	none	42	none	for_free	2	skilled_employee	1	none	yes	good_credit
no_account	15	all_existing_credits_payed	house_investments	1386	no_account	1-4years	4	male	none	2	real_estate	40	none	rent	1	skilled_employee	1	yes	yes	good_credit
no_account	24	all_existing_credits_payed	house_investments	1278	<100DM	>7years	4	single_male	none	1	real_estate	36	none	own	1	high_qualified	1	yes	yes	good_credit
negative	12	all_existing_credits_payed	house_investments	1107	<100DM	1-4years	2	single_male	none	2	real_estate	20	none	rent	1	high_qualified	2	yes	yes	good_credit
negative	21	all_existing_credits_payed	car(new)	3763	no_account	4-7years	2	single_male	co-applicant	2	real_estate	24	none	own	1	unskilled_employee	1	none	no	good_credit
0-200DM	36	all_existing_credits_payed	education	3711	no_account	1-4years	2	male	none	2	car_other	27	none	own	1	skilled_employee	1	none	yes	good_credit
no_account	15	delay_in_payments	car(used)	3594	<100DM	<1year	1	female	none	2	life_insurance	46	none	own	2	unskilled_employee	1	none	yes	good_credit
0-200DM	9	all_existing_credits_payed	car(new)	3195	no_account	1-4years	1	female	none	2	real_estate	33	none	own	1	unskilled_employee	1	none	yes	good_credit
no_account	36	delay_in_payments	house_investments	4454	<100DM	1-4years	4	female	none	4	real_estate	34	none	own	2	skilled_employee	1	none	yes	good_credit
0-200DM	24	other_credits	house_investments	4736	<100DM	<1year	2	female	none	4	car_other	25	bank	own	1	unskilled_employee	1	none	yes	bad_credit
0-200DM	30	all_existing_credits_payed	house_investments	2991	no_account	>7years	2	female	none	4	car_other	25	none	own	1	skilled_employee	1	none	yes	good_credit
no_account	11	all_existing_credits_payed	business	2142	>1000DM	>7years	1	male	none	2	real_estate	28	none	own	1	skilled_employee	1	yes	yes	good_credit
negative	24	all_credits_payed	business	3161	<100DM	1-4years	4	single_male	none	2	life_insurance	31	none	rent	1	skilled_employee	1	yes	yes	bad_credit
0-200DM	48	all_credits_payed	other	18424	<100DM	1-4years	1	female	none	2	life_insurance	32	bank	own	1	high_qualified	1	yes	no	bad_credit
no_account	10	all_existing_credits_payed	car(used)	2848	100-500DM	1-4years	1	single_male	co-applicant	2	real_estate	32	none	own	1	skilled_employee	2	none	yes	good_credit
negative	6	all_existing_credits_payed	car(new)	14896	<100DM	>7years	1	single_male	none	4	none	68	bank	own	1	high_qualified	1	yes	yes	bad_credit
negative	24	all_existing_credits_payed	house_investments	2359	100-500DM	unemployed	1	male	none	1	life_insurance	33	none	own	1	skilled_employee	1	none	yes	bad_credit
negative	24	all_existing_credits_payed	house_investments	3345	<100DM	>7years	4	single_male	none	2	life_insurance	39	none	rent	1	high_qualified	1	yes	yes	bad_credit
no_account	18	other_credits	house_investments	1817	<100DM	1-4years	4	female	none	2	none	28	none	own	2	skilled_employee	1	none	yes	good_credit
no_account	48	delay_in_payments	house_investments	12749	500-1000DM	4-7years	4	single_male	none	1	car_other	37	none	own	1	high_qualified	1	yes	yes	good_credit
negative	9	all_existing_credits_payed	house_investments	1366	<100DM	<1year	3	female	none	4	life_insurance	22	none	rent	1	skilled_employee	1	none	yes	bad_credit
0-200DM	12	all_existing_credits_payed	car(new)	2002	<100DM	4-7years	3	single_male	none	4	life_insurance	30	none	rent	1	skilled_employee	2	yes	yes	good_credit
negative	24	all_credits_payed	house_investments	6872	<100DM	<1year	2	male	none	1	life_insurance	55	bank	own	1	skilled_employee	1	yes	yes	bad_credit
negative	12	all_credits_payed	car(new)	697	<100DM	<1year	4	single_male	none	2	car_other	46	bank	own	2	skilled_employee	1	yes	yes	bad_credit
negative	18	other_credits	house_investments	1049	<100DM	<1year	4	female	none	4	life_insurance	21	none	rent	1	skilled_employee	1	none	yes	good_credit
negative	48	all_existing_credits_payed	car(used)	10297	<100DM	4-7years	4	single_male	none	4	none	39	stores	for_free	3	skilled_employee	2	yes	yes	bad_credit
no_account	30	all_existing_credits_payed	house_investments	1867	no_account	>7years	4	single_male	none	4	car_other	58	none	own	1	skilled_employee	1	yes	yes	good_credit
negative	12	delay_in_payments	car(new)	1344	<100DM	1-4years	4	single_male	none	2	real_estate	43	none	own	2	unskilled_employee	2	none	yes	good_credit
negative	24	all_existing_credits_payed	house_investments	1747	<100DM	<1year	4	single_male	co-applicant	1	life_insurance	24	none	own	1	unskilled_employee	1	none	no	good_credit
